-78.84019,27.83502
-79.94750,27.33821
-79.85163,27.34560
-79.75482,27.35178
-79.67417,27.34022
-79.57788,27.34395
-79.50238,27.34431
-79.41679,27.34718
-79.33568,27.33350
-79.25043,27.33227
-79.20832,27.33515
-79.18358,27.33824
-79.17417,27.33472
-76.93419,26.50125
-76.86477,26.49892
-76.81624,26.53280
-76.78211,26.50317
-76.80078,26.49876
-76.76129,26.49571
-76.68259,26.49924
-76.62983,26.49710
-76.53794,26.49608
-76.44330,26.48366
-76.30294,26.49589
-76.22495,26.48707
-76.10870,26.49578
-75.90878,26.50184
-75.72600,26.49850
-75.50892,26.50049
-75.31196,26.49692
-75.07308,26.50315
-74.80413,26.49660
-74.51690,26.49803
-74.24194,26.49805
-73.93881,26.50307
-73.58575,26.51640
-73.20547,26.51020
-72.84151,26.50588
-72.46375,26.50767
-72.10672,26.51356
-71.71889,26.51369
-71.36150,26.49589
-71.00418,26.47574
-70.63383,26.10264
-70.26566,25.69898
-69.90275,25.30517
-69.53582,24.90456
-69.15280,24.50502
-68.40718,24.50942
-67.67001,24.50837
-66.93920,24.49988
-66.21046,24.49907
-65.48927,24.50163
-64.76769,24.49893
-64.01611,24.51364
-63.29192,24.49544
-62.55592,24.50113
-61.80627,24.50841
-61.08442,24.50161
-60.34706,24.49955
-59.62815,24.50617
-58.89637,24.49800
-58.15048,24.50175
-57.39854,24.50196
-56.68970,24.48910
-55.94367,24.47990
-55.23888,24.49628
-54.45284,24.50969
-53.93799,24.51001
-53.39925,24.83913
-52.84053,25.11083
-52.29025,25.07994
-51.75318,25.02216
-51.18523,24.93740
-50.63198,24.79837
-50.08992,24.66872
-49.53417,24.52075
-49.00817,24.34898
-48.47303,24.19602
-47.94259,24.06623
-47.40871,23.97554
-46.87608,23.89923
-46.33368,23.87387
-45.80198,23.76692
-45.27002,23.73253
-44.73539,23.63548
-44.20905,23.53531
-43.67183,23.45004
-43.14151,23.37270
-42.60044,23.25035
-41.76906,23.38470
-40.94439,23.52044
-40.10834,23.66710
-39.26220,23.79935
-38.43322,23.93483
-37.61107,24.08953
-36.76976,24.21925
-35.92732,24.36337
-35.08503,24.50623
-34.41669,24.49545
-33.72851,24.49609
-33.04486,24.50022
-32.35736,24.49397
-31.68083,24.49761
-31.00274,24.49638
-30.32146,24.49193
-29.65832,24.50278
-28.96089,24.50087
-28.29528,24.50091
-27.59929,24.49164
-26.91182,24.51199
-26.22501,24.50995
-25.54157,24.51120
-24.84706,24.51425
-24.16472,24.49983
-23.50097,24.49424
-22.88416,24.71421
-22.26560,24.91868
-21.65230,25.13669
-21.03036,25.33459
-20.41844,25.54576
-19.79678,25.74256
-19.18842,25.96236
-18.57381,26.16765
-17.95900,26.37640
-17.33438,26.57626
-16.71507,26.78984
-16.09685,26.98856
-15.48300,27.19710
-14.86862,27.41451
-14.23675,27.62288
-13.77718,27.78945
-13.55615,27.86665
-13.41012,27.91129
-13.36915,27.92751
-57.05057,24.49673
-34.04628,24.50612
